123007789 | 125555789 | 123456789 | 1234156450000000000000000007878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
333333333 | 123444789 | 123456789 | 1234156454564655446465465487878988 | 1004 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456789 | 111456789 | 123456789 | 1234156454564655446465465487878988 | 1894 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 1185 | 9878
333333333 | 123456789 | 555456789 | 1000004545646554464654654878789881 | 1114 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456777 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1294 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456789 | 123456789 | 123456789 | 1234156454568854464654654878999999 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
333333333 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1258 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123501019 | 123456789 | 123888789 | 1234156454000000465465433387878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
333333333 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
444567829 | 122222789 | 120026789 | 0101056454564655446465465487878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
787878787 | 999999999 | 122113345 | 1111111111111111111111111111111111 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123007789 | 125555789 | 123456789 | 1234156450000000000000000007878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
444567889 | 123444789 | 123456789 | 1234156454564655446465465487878988 | 1004 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456789 | 333333333 | 123456789 | 1234156454564655446465465487878988 | 1894 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 1185 | 9878
333333333 | 123456789 | 555456789 | 1000004545646554464654654878789881 | 1114 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456777 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1294 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
333333333 | 123456789 | 123456789 | 1234156454568854464654654878999999 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123336789 | 333333333 | 123456789 | 1234156454564655446465465487878988 | 1258 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
333333333 | 123456789 | 123888789 | 1234156454000000465465433387878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456789 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
333333333 | 122222789 | 120026789 | 0101056454564655446465465487878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
787018787 | 999999999 | 122113345 | 1111111111111111111111111111111111 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123000009 | 125555789 | 123456789 | 1234156450000000000000000007878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
444567889 | 123444789 | 123456789 | 1234156454564655446465465487878988 | 1004 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
122323239 | 111456789 | 123456789 | 1234156454564655446465465487878988 | 1894 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 1185 | 9878
111111121 | 123456789 | 555456789 | 1000004545646554464654654878789881 | 1114 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456777 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1294 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456789 | 123456789 | 123456789 | 1234156454568854464654654878999999 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
333333333 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1258 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123501019 | 123456789 | 123888789 | 1234156454000000465465433387878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456789 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
445858585 | 122222789 | 120026789 | 0101056454564655446465465487878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
787878787 | 999999999 | 122113345 | 1111111111111111111111111111111111 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123007789 | 125555789 | 123456789 | 1234156450000000000000000007878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
333333333 | 123444789 | 123456789 | 1234156454564655446465465487878988 | 1004 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
136251454 | 111456789 | 123456789 | 1234156454564655446465465487878988 | 1894 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 1185 | 9878
123456789 | 123456789 | 555456789 | 1000004545646554464654654878789881 | 1114 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
333333333 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1294 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456789 | 123456789 | 123456789 | 1234156454568854464654654878999999 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123336789 | 333333333 | 123456789 | 1234156454564655446465465487878988 | 1258 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123501019 | 123456789 | 123888789 | 1234156454000000465465433387878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456789 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
333333333 | 122222789 | 120026789 | 0101056454564655446465465487878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
787878787 | 999999999 | 122113345 | 1111111111111111111111111111111111 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123007789 | 125555789 | 123456789 | 1234156450000000000000000007878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
444567889 | 123444789 | 123456789 | 1234156454564655446465465487878988 | 1004 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
122342532 | 111456789 | 123456789 | 1234156454564655446465465487878988 | 1894 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 1185 | 9878
123289379 | 123456789 | 555456789 | 1000004545646554464654654878789881 | 1114 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
192837421 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1294 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456789 | 123456789 | 123456789 | 1234156454568854464654654878999999 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123336789 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1258 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123501019 | 123456789 | 123888789 | 1234156454000000465465433387878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
123456789 | 123456789 | 123456789 | 1234156454564655446465465487878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
444567829 | 122222789 | 120026789 | 0101056454564655446465465487878988 | 1234 | SMS-MT | DD/MM/YYYY | HH:MM:SS | 56858 | 17000 | 5000 | 8585 | 9878
